NP_ChEMBL_ID,Target_ChEMBL_ID,Relationship,Assay_type,Activ_type,Activ_Value,Units,Activity_ID,Assay_ChEMBL_ID,Assay,Target,Organism,Reference_ID
CHEMBL150,CHEMBL1795098,A,assay format,IC50,9933,nM,7016365,CHEMBL1794574,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS hits for Scp-1 phosphatase using a colorimetric assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493091, AID493120]",Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,Homo sapiens,CHEMBL1201862
CHEMBL1235966,CHEMBL1795093,A,assay format,IC50,16300,nM,7468183,CHEMBL1794383,"PUBCHEM_BIOASSAY: Dose response confirmation of uHTS hits for Apaf-1 in a Fluorescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID489030, AID492945]",Apoptotic protease-activating factor 1,Homo sapiens,CHEMBL1201862
CHEMBL187266,CHEMBL1795093,A,assay format,IC50,4820,nM,7464514,CHEMBL1794383,"PUBCHEM_BIOASSAY: Dose response confirmation of uHTS hits for Apaf-1 in a Fluorescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID489030, AID492945]",Apoptotic protease-activating factor 1,Homo sapiens,CHEMBL1201862
CHEMBL451532,CHEMBL6089,A,assay format,IC50,12181,nM,5499407,CHEMBL1738239,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of UBC13 Polyubiquitin Inhibitors via a TR-FRET Assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485273, AID485343, AID493182]",Ubiquitin-conjugating enzyme E2 N,Homo sapiens,CHEMBL1201862
CHEMBL451532,CHEMBL6089,A,assay format,IC50,8695,nM,5500562,CHEMBL1738239,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of UBC13 Polyubiquitin Inhibitors via a TR-FRET Assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485273, AID485343, AID493182]",Ubiquitin-conjugating enzyme E2 N,Homo sapiens,CHEMBL1201862
CHEMBL451532,CHEMBL6089,A,assay format,IC50,6662,nM,5866117,CHEMBL1738485,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of UBC13 Polyubiquitin Inhibitors via a TR-FRET Assay reconfirm. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485273, AID485343, AID493155]",Ubiquitin-conjugating enzyme E2 N,Homo sapiens,CHEMBL1201862
CHEMBL451532,CHEMBL6089,A,assay format,IC50,5771,nM,5866012,CHEMBL1738485,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of UBC13 Polyubiquitin Inhibitors via a TR-FRET Assay reconfirm. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485273, AID485343, AID493155]",Ubiquitin-conjugating enzyme E2 N,Homo sapiens,CHEMBL1201862
CHEMBL510279,CHEMBL1741207,A,assay format,IC50,13300,nM,5513264,CHEMBL1738578,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for inhibitors of Sentrin-specific protease 8 (SENP8) using a Luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2540, AID2575, AID2582, AID434986]",Sentrin-specific protease 8,Homo sapiens,CHEMBL1201862
CHEMBL510279,CHEMBL1741213,A,assay format,IC50,7820,nM,5774572,CHEMBL1738495,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for inhibitors of Sentrin-specific protease 7 (SENP7) using a Luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID434973, AID434986]",Sentrin-specific protease 7,Homo sapiens,CHEMBL1201862
CHEMBL510279,CHEMBL1741215,A,assay format,IC50,10000,nM,5783983,CHEMBL1738502,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for inhibitors of Sentrin-specific protease 6 (SENP6) using a Luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2575, AID2582, AID2599]",Sentrin-specific protease 6,Homo sapiens,CHEMBL1201862
CHEMBL583912,CHEMBL3402,I,assay format,EC50,51300,nM,5506900,CHEMBL1738514,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL3402,A,assay format,EC50,32300,nM,5506837,CHEMBL1738514,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL3402,A,assay format,EC50,32300,nM,5506837,CHEMBL1738514,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL1417159,CHEMBL3402,A,assay format,EC50,18900,nM,5506874,CHEMBL1738514,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Placental Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Alkaline phosphatase placental-like,Homo sapiens,CHEMBL1201862
CHEMBL583912,CHEMBL5573,I,assay format,EC50,100000,nM,5651185,CHEMBL1738315,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL5573,I,assay format,EC50,100000,nM,5651132,CHEMBL1738315,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL5573,I,assay format,EC50,100000,nM,5651132,CHEMBL1738315,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL1417159,CHEMBL5573,A,assay format,EC50,11300,nM,5651165,CHEMBL1738315,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS activators of Mouse Intestinal Alkaline Phosphatase using Human Intestinal Alkaline Phosphatase. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2805, AID2817]",Intestinal alkaline phosphatase,Homo sapiens,CHEMBL1201862
CHEMBL451532,CHEMBL1293239,A,assay format,IC50,20000,nM,5413004,CHEMBL1738171,"PUBCHEM_BIOASSAY: Dose Response confirmation of UBC13 Polyubiquitin Inhibitors using a Bfl-1 counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485273, AID485343]",Bcl-2-related protein A1,Mus musculus,CHEMBL1201862
CHEMBL451532,CHEMBL1293239,A,assay format,IC50,20000,nM,5413846,CHEMBL1738171,"PUBCHEM_BIOASSAY: Dose Response confirmation of UBC13 Polyubiquitin Inhibitors using a Bfl-1 counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID485273, AID485343]",Bcl-2-related protein A1,Mus musculus,CHEMBL1201862
CHEMBL8739,CHEMBL1741221,A,assay format,IC50,15300,nM,5973462,CHEMBL1738670,"PUBCHEM_BIOASSAY: Dose response confirmation of the uHTS fluorescent assay for identification of inhibitors of ATG4B. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504462, AID504475]",Cysteine protease ATG4B,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL1741217,A,assay format,IC50,2390,nM,5560578,CHEMBL1738408,"PUBCHEM_BIOASSAY: Dose Response confirmation of small molecule APOBEC3G DNA Deaminase Inhibitors via a fluorescence-based single-stranded DNA deaminase assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493012, AID493028]",DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL1741217,A,assay format,IC50,2390,nM,5560578,CHEMBL1738408,"PUBCHEM_BIOASSAY: Dose Response confirmation of small molecule APOBEC3G DNA Deaminase Inhibitors via a fluorescence-based single-stranded DNA deaminase assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493012, AID493028]",DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,CHEMBL1201862
CHEMBL510279,CHEMBL2334,I,assay format,IC50,100000,nM,7341118,CHEMBL1738414,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of Sentrin-specific proteases (SENPs) using a Caspase-3 Selectivity assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2540, AID2599, AID434973, AID489001]",Caspase-3,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL1741179,A,assay format,IC50,17500,nM,5638382,CHEMBL1737903,"PUBCHEM_BIOASSAY: Dose Response confirmation of APOBEC3G DNA Deaminase Inhibitors via a A3A counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493012, AID493028]",Probable DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL1741179,A,assay format,IC50,17500,nM,5638382,CHEMBL1737903,"PUBCHEM_BIOASSAY: Dose Response confirmation of APOBEC3G DNA Deaminase Inhibitors via a A3A counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493012, AID493028]",Probable DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,CHEMBL1201862
CHEMBL1417159,CHEMBL4361,A,assay format,IC50,5157.65,nM,4730024,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,CHEMBL1201862
CHEMBL28626,CHEMBL4361,A,assay format,IC50,2988.26,nM,4730065,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,CHEMBL1201862
CHEMBL490355,CHEMBL4361,A,assay format,IC50,1534.63,nM,4725931,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,CHEMBL1201862
CHEMBL510279,CHEMBL4143,A,assay format,IC50,5000.36,nM,4083504,CHEMBL1614432,PUBCHEM_BIOASSAY: Dose Response Confirmation for Calpain Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1236 (Primary screen preceding this confirmatory assay.)],Calpain 2,Sus scrofa,CHEMBL1201862
CHEMBL8260,CHEMBL340,A,assay format,AC50,31622.78,nM,6009464,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL8145,CHEMBL340,A,assay format,AC50,15848.93,nM,6049357,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL393417,CHEMBL340,A,assay format,AC50,15848.93,nM,6044873,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL15192,CHEMBL340,A,assay format,AC50,15848.93,nM,6036557,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL583912,CHEMBL340,A,assay format,AC50,12589.25,nM,6027190,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL44,CHEMBL340,A,assay format,AC50,12589.25,nM,6070186,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL340,A,assay format,AC50,12589.25,nM,6049314,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL295124,CHEMBL340,A,assay format,AC50,12589.25,nM,6070467,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,assay format,AC50,12589.25,nM,6022898,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,assay format,AC50,12589.25,nM,6022898,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL340,A,assay format,AC50,10000,nM,6045127,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL45068,CHEMBL340,A,assay format,AC50,10000,nM,6045127,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL269538,CHEMBL340,A,assay format,AC50,10000,nM,6018652,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL150,CHEMBL340,A,assay format,AC50,7943.28,nM,6049127,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL151,CHEMBL340,A,assay format,AC50,5011.87,nM,6005457,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,assay format,AC50,3981.07,nM,6045240,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL164,CHEMBL340,A,assay format,AC50,3981.07,nM,6045240,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL12014,CHEMBL340,A,assay format,AC50,3981.07,nM,6053369,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL417799,CHEMBL340,A,assay format,AC50,3162.28,nM,6057488,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL28,CHEMBL340,A,assay format,AC50,3162.28,nM,6053400,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL117,CHEMBL340,A,assay format,AC50,3162.28,nM,6057803,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL243664,CHEMBL340,A,assay format,AC50,2511.89,nM,6040892,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
CHEMBL28,CHEMBL340,A,assay format,AC50,1258.93,nM,6014160,CHEMBL1741324,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,Cytochrome P450 3A4,Homo sapiens,CHEMBL1201862
